in.county,time,Dry Bulb Temperature [°C],Relative Humidity [%],Wind Speed [m/s],Wind Direction [Deg],Global Horizontal Radiation [W/m2],Direct Normal Radiation [W/m2],Diffuse Horizontal Radiation [W/m2]
G4500730,2018-07-05T20:00:00Z,32.2,79.28,0,26.67,45.5,103.5,33
G4500730,2018-07-05T21:00:00Z,32.2,79.28,0,0,0,0,0
G4500730,2018-07-05T22:00:00Z,31.1,90.38,0,0,0,0,0
G4500730,2018-07-05T23:00:00Z,30,93.62,0,0,0,0,0
G4500730,2018-07-06T00:00:00Z,30,93.62,0,80,0,0,0
G4500730,2018-07-06T01:00:00Z,29.4,93.6,0,0,0,0,0
G4500730,2018-07-06T02:00:00Z,28.9,93.57,0,0,0,0,0
G4500730,2018-07-06T03:00:00Z,28.9,93.57,1.5,210,0,0,0
G4500730,2018-07-06T04:00:00Z,28.3,93.54,0,0,0,0,0
G4500730,2018-07-06T05:00:00Z,27.8,96.42,1.05,320,0,0,0
G4500730,2018-07-06T06:00:00Z,28.3,97.02,0,0,4,15.5,4
G4500730,2018-07-06T07:00:00Z,29.4,90.81,0,0,91.5,264.5,48.5
G4500730,2018-07-06T08:00:00Z,31.1,84.59,1.5,350,272.5,525.5,87.5
G4500730,2018-07-06T09:00:00Z,32.2,79.28,0,0,432,510.5,162
G4500730,2018-07-06T10:00:00Z,33.3,72.13,2.1,100,557.5,404,272.5
G4500730,2018-07-06T11:00:00Z,34.4,65.25,1.5,290,750,580.5,262.5
G4500730,2018-07-06T12:00:00Z,35,63.04,2.1,73.33,798,456.5,374.5
G4500730,2018-07-06T13:00:00Z,36.1,59.19,3.1,270,844,441,415
G4500730,2018-07-06T14:00:00Z,36.4,51.87,1.05,210,694,251.5,451
G4500730,2018-07-06T15:00:00Z,31.3,73.98,3.6,236.67,104,1.5,102.5
G4500730,2018-07-06T16:00:00Z,29.6,79.37,3.43,136.67,74.5,0,74.5
G4500730,2018-07-06T17:00:00Z,30.6,73.89,1.5,113.33,195.5,15.5,185.5
G4500730,2018-07-06T18:00:00Z,30.6,76.2,0,13.33,247,102,196.5
G4500730,2018-07-06T19:00:00Z,30,81.93,1.5,40,71.5,1.5,71
G4500730,2018-07-06T20:00:00Z,29.4,84.92,0,0,22.5,0.5,22.5
G4500730,2018-07-06T21:00:00Z,28.3,90.73,1.5,330,0,0,0
G4500730,2018-07-06T22:00:00Z,28.3,90.73,0,103.33,0,0,0
G4500730,2018-07-06T23:00:00Z,28.3,87.46,0,20,0,0,0
G4500730,2018-07-07T00:00:00Z,27.8,90.14,2.6,20,0,0,0
G4500730,2018-07-07T01:00:00Z,27.2,96.99,0,43.33,0,0,0
G4500730,2018-07-07T02:00:00Z,27.2,96.99,0,60,0,0,0
G4500730,2018-07-07T03:00:00Z,27.2,93.49,1.5,0,0,0,0
G4500730,2018-07-07T04:00:00Z,26.7,96.39,1.5,350,0,0,0
G4500730,2018-07-07T05:00:00Z,26.7,93.47,1.5,340,0,0,0
G4500730,2018-07-07T06:00:00Z,26.7,93.47,0,46.67,1.5,2,1.5
G4500730,2018-07-07T07:00:00Z,27.2,90.66,3.1,30,33.5,0,33.5
G4500730,2018-07-07T08:00:00Z,28.3,87.46,2.6,60,118,23,111
G4500730,2018-07-07T09:00:00Z,29.4,81.86,6.2,40,224,40.5,202
G4500730,2018-07-07T10:00:00Z,29.4,81.86,5.1,50,208,11.5,200
G4500730,2018-07-07T11:00:00Z,29.4,81.86,4.1,60,196.5,8.5,189.5
G4500730,2018-07-07T12:00:00Z,29.4,81.86,4.6,80,183,7,176.5
G4500730,2018-07-07T13:00:00Z,28.3,84.81,3.6,70,127.5,2,125.5
G4500730,2018-07-07T14:00:00Z,28.3,81.72,4.1,60,327.5,47.5,282
G4500730,2018-07-07T15:00:00Z,27.8,81.15,5.7,70,163,5,158.5
G4500730,2018-07-07T16:00:00Z,28.3,76.31,5.7,60,187,6.5,181.5
G4500730,2018-07-07T17:00:00Z,28.3,76.31,5.1,50,182,8.5,176.5
G4500730,2018-07-07T18:00:00Z,27.2,81.58,4.6,70,196.5,115,145.5
G4500730,2018-07-07T19:00:00Z,27.2,81.58,4.6,70,104.5,117,68.5
G4500730,2018-07-07T20:00:00Z,27.2,78.57,3.93,80,29.5,47.5,23.5
G4500730,2018-07-07T21:00:00Z,27.2,78.57,3.1,80,0,0,0
G4500730,2018-07-07T22:00:00Z,26.7,81,2.6,55,0,0,0
G4500730,2018-07-07T23:00:00Z,26.7,81,3.6,40,0,0,0
G4500730,2018-07-08T00:00:00Z,26.7,78.5,3.1,50,0,0,0
G4500730,2018-07-08T01:00:00Z,26.7,78.5,3.6,50,0,0,0
G4500730,2018-07-08T02:00:00Z,26.7,73.22,3.1,50,0,0,0
G4500730,2018-07-08T03:00:00Z,26.7,73.22,2.55,40,0,0,0
G4500730,2018-07-08T04:00:00Z,26.4,73.11,3.85,50,0,0,0
G4500730,2018-07-08T05:00:00Z,25.6,73.02,5.7,60,0,0,0
G4500730,2018-07-08T06:00:00Z,25,72.91,5.1,60,3.5,14,3.5
G4500730,2018-07-08T07:00:00Z,25,72.91,4.1,70,94,290,46.5
G4500730,2018-07-08T08:00:00Z,26.1,68.13,3.1,80,275.5,560.5,80.5
G4500730,2018-07-08T09:00:00Z,27.2,55.21,4.1,80,476,708.5,97.5
G4500730,2018-07-08T10:00:00Z,28.3,53.36,4.1,60,665,797,106
G4500730,2018-07-08T11:00:00Z,28.9,51.47,3.1,110,823.5,851,112.5
G4500730,2018-07-08T12:00:00Z,30,50.11,3.6,80,936.5,884.5,116
G4500730,2018-07-08T13:00:00Z,31.1,46.94,2.6,56.67,994,904,115
G4500730,2018-07-08T14:00:00Z,32.2,47.24,3.6,70,991.5,913.5,109.5
G4500730,2018-07-08T15:00:00Z,32.2,47.24,2.1,93.33,926,904,106
G4500730,2018-07-08T16:00:00Z,32.8,45.61,2.1,70,804,878,100
G4500730,2018-07-08T17:00:00Z,32.8,43.88,2.1,80,636.5,830,90.5
G4500730,2018-07-08T18:00:00Z,32.8,45.61,2.6,80,440.5,747.5,79
G4500730,2018-07-08T19:00:00Z,31.7,45.31,2.6,80,236,598,60.5
G4500730,2018-07-08T20:00:00Z,28.9,51.47,0,53.33,60.5,274.5,29
G4500730,2018-07-08T21:00:00Z,28.3,55.49,0,76.67,0,0,0
G4500730,2018-07-08T22:00:00Z,27.2,68.35,0,20,0,0,0
G4500730,2018-07-08T23:00:00Z,25,75.78,0,0,0,0,0
G4500730,2018-07-09T00:00:00Z,25,81.29,2.1,10,0,0,0
G4500730,2018-07-09T01:00:00Z,24.4,87.1,1.5,350,0,0,0
G4500730,2018-07-09T02:00:00Z,24.4,87.1,2.1,360,0,0,0
G4500730,2018-07-09T03:00:00Z,24.4,81.21,2.6,350,0,0,0
G4500730,2018-07-09T04:00:00Z,24.4,81.21,2.6,360,0,0,0
G4500730,2018-07-09T05:00:00Z,23.9,81.15,2.1,350,0,0,0
G4500730,2018-07-09T06:00:00Z,23.9,87.05,1.5,350,4,30.5,4
G4500730,2018-07-09T07:00:00Z,25,87.16,2.1,330,102.5,398.5,40
G4500730,2018-07-09T08:00:00Z,27.8,90.38,0,0,292,651.5,67
G4500730,2018-07-09T09:00:00Z,28.9,53.52,2.1,50,496,775,83
G4500730,2018-07-09T10:00:00Z,30,53.8,2.6,110,686,845.5,94
G4500730,2018-07-09T11:00:00Z,31.1,46.94,1.5,60,841.5,887,101
G4500730,2018-07-09T12:00:00Z,32.8,48.94,0,140,950.5,910.5,106.5
G4500730,2018-07-09T13:00:00Z,32.8,48.94,1.5,310,1002.5,921.5,107
G4500730,2018-07-09T14:00:00Z,33.9,49.24,1.5,296.67,994,918,108.5
G4500730,2018-07-09T15:00:00Z,34.4,49.68,1.5,113.33,925,904.5,105
G4500730,2018-07-09T16:00:00Z,34.4,51.27,1.5,93.33,801.5,873.5,101
G4500730,2018-07-09T17:00:00Z,33.9,56.53,1.5,190,633,819.5,94
G4500730,2018-07-09T18:00:00Z,33.9,56.53,0,170,436,731.5,82.5
G4500730,2018-07-09T19:00:00Z,32.2,64.79,0,80,233.5,577.5,64
G4500730,2018-07-09T20:00:00Z,31.7,60.01,0,0,59,252,30
G4500730,2018-07-09T21:00:00Z,31.7,62.3,0,0,0,0,0
G4500730,2018-07-09T22:00:00Z,30,73.79,0,0,0,0,0
G4500730,2018-07-09T23:00:00Z,29.4,79.37,0,0,0,0,0
G4500730,2018-07-10T00:00:00Z,29.4,81.86,0,0,0,0,0
G4500730,2018-07-10T01:00:00Z,27.8,93.52,1.5,340,0,0,0
G4500730,2018-07-10T02:00:00Z,27.2,96.99,1.5,320,0,0,0
G4500730,2018-07-10T03:00:00Z,26.7,93.47,2.1,330,0,0,0
G4500730,2018-07-10T04:00:00Z,26.1,93.44,2.1,330,0,0,0
G4500730,2018-07-10T05:00:00Z,26.1,90.02,1.5,330,0,0,0
G4500730,2018-07-10T06:00:00Z,25.6,89.98,1.5,340,4,26.5,4
G4500730,2018-07-10T07:00:00Z,27.2,81.58,1.5,350,100.5,388,40
G4500730,2018-07-10T08:00:00Z,29.4,71.42,2.1,10,291.5,650.5,67.5
G4500730,2018-07-10T09:00:00Z,31.1,69.12,1.5,320,496,775.5,83.5
G4500730,2018-07-10T10:00:00Z,33.3,54.64,2.1,60,684.5,841.5,96.5
G4500730,2018-07-10T11:00:00Z,35,51.43,1.5,330,837,876.5,106.5
G4500730,2018-07-10T12:00:00Z,35,53.05,2.6,260,942,894,113.5
G4500730,2018-07-10T13:00:00Z,36.1,48.29,0,73.33,991,898.5,118.5
G4500730,2018-07-10T14:00:00Z,35.6,51.26,1.5,230,979,891,120
G4500730,2018-07-10T15:00:00Z,36.1,49.82,2.1,180,908,872,117.5
G4500730,2018-07-10T16:00:00Z,36.1,51.71,1.5,300,740.5,719,164.5
G4500730,2018-07-10T17:00:00Z,36.1,49.82,1.5,266.67,583.5,678,135
G4500730,2018-07-10T18:00:00Z,34.4,54.92,0,246.67,331.5,424.5,113.5
G4500730,2018-07-10T19:00:00Z,33.9,56.53,1.5,210,175.5,329.5,86
G4500730,2018-07-10T20:00:00Z,32.2,67.23,1.5,330,54,207.5,29.5
G4500730,2018-07-10T21:00:00Z,31.1,76.75,1.5,360,0,0,0
G4500730,2018-07-10T22:00:00Z,30.6,76.2,2.1,340,0,0,0
G4500730,2018-07-10T23:00:00Z,29.4,84.92,2.1,360,0,0,0
G4500730,2018-07-11T00:00:00Z,28.9,87.51,0,0,0,0,0
G4500730,2018-07-11T01:00:00Z,28.3,93.54,2.1,340,0,0,0
G4500730,2018-07-11T02:00:00Z,28.3,90.73,0,0,0,0,0
G4500730,2018-07-11T03:00:00Z,28.3,87.46,1.5,320,0,0,0
G4500730,2018-07-11T04:00:00Z,27.8,84.23,1.5,330,0,0,0
G4500730,2018-07-11T05:00:00Z,27.8,84.23,2.1,350,0,0,0
G4500730,2018-07-11T06:00:00Z,27.2,87.36,1.5,340,2.5,16.5,2.5
G4500730,2018-07-11T07:00:00Z,28.9,81.79,0,0,94,338.5,41.5
G4500730,2018-07-11T08:00:00Z,31.1,76.75,2.6,10,276.5,597,71.5
G4500730,2018-07-11T09:00:00Z,33.3,69.55,2.1,60,474.5,726.5,89
G4500730,2018-07-11T10:00:00Z,35.6,56.94,1.5,40,655.5,783,109.5
G4500730,2018-07-11T11:00:00Z,36.1,53.66,1.5,26.67,683,459,304.5
G4500730,2018-07-11T12:00:00Z,36.1,53.66,2.1,0,846,652,240
G4500730,2018-07-11T13:00:00Z,37.2,50.42,0,86.67,952,812,164
G4500730,2018-07-11T14:00:00Z,37.2,48.58,2.6,210,881.5,667.5,238.5
G4500730,2018-07-11T15:00:00Z,37.8,48.74,0,230,880.5,808,148.5
G4500730,2018-07-11T16:00:00Z,37.2,51.99,1.5,160,762.5,779.5,138
G4500730,2018-07-11T17:00:00Z,36.7,53.49,1.5,200,532,520,186
G4500730,2018-07-11T18:00:00Z,36.1,59.19,0,310,141.5,61.5,109.5
G4500730,2018-07-11T19:00:00Z,34.4,72.33,1.5,340,136,199.5,77.5
G4500730,2018-07-11T20:00:00Z,31.1,66.59,1.5,340,39,63,31.5
G4500730,2018-07-11T21:00:00Z,30.6,68.6,2.6,20,0,0,0
G4500730,2018-07-11T22:00:00Z,30,73.79,0,26.67,0,0,0
G4500730,2018-07-11T23:00:00Z,29.4,79.37,0,93.33,0,0,0
G4500730,2018-07-12T00:00:00Z,30,76.58,0,0,0,0,0
G4500730,2018-07-12T01:00:00Z,28.3,87.46,1.5,330,0,0,0
G4500730,2018-07-12T02:00:00Z,28.9,87.51,0,3.33,0,0,0
G4500730,2018-07-12T03:00:00Z,28.3,90.73,0,0,0,0,0
G4500730,2018-07-12T04:00:00Z,28.3,87.46,2.1,330,0,0,0
G4500730,2018-07-12T05:00:00Z,28.3,90.73,1.5,360,0,0,0
G4500730,2018-07-12T06:00:00Z,28.3,90.73,1.5,350,1.5,2.5,1.5
G4500730,2018-07-12T07:00:00Z,29.4,87.55,1.5,40,53,28.5,48.5
G4500730,2018-07-12T08:00:00Z,31.7,74.08,2.1,80,206,231.5,124.5
G4500730,2018-07-12T09:00:00Z,33.3,67.46,2.6,70,418.5,474,166
G4500730,2018-07-12T10:00:00Z,34.4,63.29,3.1,96.67,625.5,663,162.5
G4500730,2018-07-12T11:00:00Z,35.6,60.91,2.6,50,791,762.5,156.5
G4500730,2018-07-12T12:00:00Z,35.6,63.17,0,70,897.5,794,163
G4500730,2018-07-12T13:00:00Z,36.7,57.21,2.1,100,944,794,173.5
G4500730,2018-07-12T14:00:00Z,36.1,61.39,1.5,33.33,744,448.5,310
G4500730,2018-07-12T15:00:00Z,36.1,59.19,0,143.33,518,129,401.5
G4500730,2018-07-12T16:00:00Z,37.2,57.68,1.5,30,662.5,458,297
G4500730,2018-07-12T17:00:00Z,35.6,63.17,1.5,330,529.5,468,225
G4500730,2018-07-12T18:00:00Z,33.9,74.45,2.6,330,396,547,132.5
G4500730,2018-07-12T19:00:00Z,33.3,74.35,1.5,10,204.5,379,92.5
G4500730,2018-07-12T20:00:00Z,32.2,82.2,0,120,43,96,32.5
G4500730,2018-07-12T21:00:00Z,31.7,76.38,0,93.33,0,0,0
G4500730,2018-07-12T22:00:00Z,31.7,76.38,2.6,90,0,0,0
G4500730,2018-07-12T23:00:00Z,30.6,79.06,3.1,50,0,0,0
G4500730,2018-07-13T00:00:00Z,30,78.97,3.1,33.33,0,0,0
G4500730,2018-07-13T01:00:00Z,29.4,81.86,2.6,70,0,0,0
G4500730,2018-07-13T02:00:00Z,29.4,84.92,2.27,50,0,0,0
G4500730,2018-07-13T03:00:00Z,28.9,87.51,2.6,20,0,0,0
G4500730,2018-07-13T04:00:00Z,28.9,87.51,2.85,50,0,0,0
G4500730,2018-07-13T05:00:00Z,28.95,87.51,2.6,50,0,0,0
G4500730,2018-07-13T06:00:00Z,28.9,87.51,2.6,50,1.5,2.5,1.5
G4500730,2018-07-13T07:00:00Z,29.4,84.92,2.6,23.33,63,93,46
G4500730,2018-07-13T08:00:00Z,30,84.47,2.43,53.33,187,192,117.5
G4500730,2018-07-13T09:00:00Z,31.1,79.13,2.6,100,432.5,535.5,147.5
G4500730,2018-07-13T10:00:00Z,32.2,74.16,2.6,90,483.5,303,274.5
G4500730,2018-07-13T11:00:00Z,33.05,71.6,3.1,55,479.5,134.5,368
G4500730,2018-07-13T12:00:00Z,33.35,67.17,3.1,90,689.5,289,422
G4500730,2018-07-13T13:00:00Z,33.3,69.55,2.6,110,692,234.5,464
G4500730,2018-07-13T14:00:00Z,34.4,65.25,4.1,100,755,335.5,432
G4500730,2018-07-13T15:00:00Z,34.4,65.25,3.1,130,766,485.5,324
G4500730,2018-07-13T16:00:00Z,34.4,63.29,2.6,110,617,358,332
G4500730,2018-07-13T17:00:00Z,34.4,63.29,3.6,100,533,461.5,230.5
G4500730,2018-07-13T18:00:00Z,32.8,69.45,1.5,136.67,325,299,175.5
G4500730,2018-07-13T19:00:00Z,32.2,71.93,1.5,130,40,0,40
G4500730,2018-07-13T20:00:00Z,31.7,74.08,2.1,120,8.5,0,8.5
G4500730,2018-07-13T21:00:00Z,31.1,76.75,0,76.67,0,0,0
G4500730,2018-07-13T22:00:00Z,31.1,76.75,2.1,90,0,0,0
G4500730,2018-07-13T23:00:00Z,30.6,79.06,0,36.67,0,0,0
G4500730,2018-07-14T00:00:00Z,30.6,79.06,0,66.67,0,0,0
G4500730,2018-07-14T01:00:00Z,30,84.47,1.5,50,0,0,0
G4500730,2018-07-14T02:00:00Z,29.4,87.55,2.1,40,0,0,0
G4500730,2018-07-14T03:00:00Z,29.4,87.55,1.5,50,0,0,0
G4500730,2018-07-14T04:00:00Z,29.4,87.55,0,33.33,0,0,0
G4500730,2018-07-14T05:00:00Z,29.15,87.55,0,0,0,0,0
G4500730,2018-07-14T06:00:00Z,29.4,81.86,2.1,120,0.5,0,0.5
G4500730,2018-07-14T07:00:00Z,29.2,84.92,0,60,10.5,0,10.5
G4500730,2018-07-14T08:00:00Z,28.85,90.73,1.5,130,63,0,63
G4500730,2018-07-14T09:00:00Z,27.8,90.14,0,110,79,0,79
G4500730,2018-07-14T10:00:00Z,26.7,96.39,0.5,130,136.5,4,133.5
G4500730,2018-07-14T11:00:00Z,26.7,100,1,263.33,132.5,1.5,131
G4500730,2018-07-14T12:00:00Z,27.18,93.52,0.38,340,155.5,4,151.5
G4500730,2018-07-14T13:00:00Z,27.8,90.14,2.35,190,172,6,166
G4500730,2018-07-14T14:00:00Z,29.4,79.37,2.1,100,399,48.5,353
G4500730,2018-07-14T15:00:00Z,30.6,73.89,1.5,10,363,48,319
G4500730,2018-07-14T16:00:00Z,31.7,74.08,2.1,350,486,204,327.5
G4500730,2018-07-14T17:00:00Z,33.3,65.02,1.5,26.67,565.5,612,167
G4500730,2018-07-14T18:00:00Z,33.3,65.02,0,0,347,407,151.5
G4500730,2018-07-14T19:00:00Z,32.2,71.93,0,0,203,396,86
G4500730,2018-07-14T20:00:00Z,30,84.47,1.5,330,48.5,143.5,32
G4500730,2018-07-14T21:00:00Z,29.4,81.86,1.5,340,0,0,0
G4500730,2018-07-14T22:00:00Z,28.9,87.51,2.1,360,0,0,0
G4500730,2018-07-14T23:00:00Z,28.3,93.54,1.5,360,0,0,0
G4500730,2018-07-15T00:00:00Z,27.8,96.42,2.1,360,0,0,0
G4500730,2018-07-15T01:00:00Z,27.8,96.42,1.5,340,0,0,0
G4500730,2018-07-15T02:00:00Z,27.8,93.52,1.5,360,0,0,0
G4500730,2018-07-15T03:00:00Z,27.8,90.14,0,113.33,0,0,0
G4500730,2018-07-15T04:00:00Z,27.2,93.49,0,0,0,0,0
G4500730,2018-07-15T05:00:00Z,27.2,93.49,0,0,0,0,0
G4500730,2018-07-15T06:00:00Z,27.2,93.49,0,0,1,1.5,1
G4500730,2018-07-15T07:00:00Z,27.8,93.52,0,0,26.5,0.5,26.5
G4500730,2018-07-15T08:00:00Z,28.3,90.73,0,0,112,25.5,102.5
G4500730,2018-07-15T09:00:00Z,29.4,87.55,1.5,130,182.5,18.5,173
G4500730,2018-07-15T10:00:00Z,30.6,84.53,1.5,190,221.5,25,203
G4500730,2018-07-15T11:00:00Z,31.7,79.21,2.1,216.67,639,327.5,366.5
G4500730,2018-07-15T12:00:00Z,32.8,69.45,1.5,180,728,333,420.5
G4500730,2018-07-15T13:00:00Z,33.9,69.66,3.1,210,726,280.5,454.5
G4500730,2018-07-15T14:00:00Z,34.4,65.25,2.6,203.33,825.5,537,308.5
G4500730,2018-07-15T15:00:00Z,34.4,67.68,1.5,236.67,812.5,624.5,248
G4500730,2018-07-15T16:00:00Z,34.4,65.25,1.5,150,687.5,566.5,237.5
G4500730,2018-07-15T17:00:00Z,34.4,65.25,1.5,213.33,557,558,190
G4500730,2018-07-15T18:00:00Z,33.9,69.66,0,220,288.5,196.5,194
G4500730,2018-07-15T19:00:00Z,32.8,76.55,0,80,122,70,100
G4500730,2018-07-15T20:00:00Z,31.7,79.21,0,0,25.5,5,25
G4500730,2018-07-15T21:00:00Z,31.1,79.13,0,73.33,0,0,0
G4500730,2018-07-15T22:00:00Z,30.6,84.53,1.5,240,0,0,0
G4500730,2018-07-15T23:00:00Z,30.6,81.51,0,0,0,0,0
G4500730,2018-07-16T00:00:00Z,29.4,87.55,1.5,280,0,0,0
G4500730,2018-07-16T01:00:00Z,29.4,87.55,2.1,270,0,0,0
G4500730,2018-07-16T02:00:00Z,28.9,93.57,0,0,0,0,0
G4500730,2018-07-16T03:00:00Z,28.3,97.02,0,0,0,0,0
G4500730,2018-07-16T04:00:00Z,28.3,97.02,0,0,0,0,0
G4500730,2018-07-16T05:00:00Z,27.8,96.42,0,0,0,0,0
G4500730,2018-07-16T06:00:00Z,28.3,97.02,0,0,1,1,1
G4500730,2018-07-16T07:00:00Z,28.8,96.45,0,0,44,20,40.5
G4500730,2018-07-16T08:00:00Z,29.07,93.6,1.5,253.33,174,157,121.5
